sheet_row,inferred_provider,MISSING_FIELDS,perk_id,provider,membership,tier,feature,titlegroup,title,description,category,reset_period,next_reset_date,usage_limit,usage_notes,source_url,last_verified,popularity,icon_provider_url,icon_membership_url,created_at,emoji,price
241,Sky,source_url,sky-silver-norton-360-deluxe-1-year-free,Sky,Sky,Silver,perk,Norton 360 Deluxe - 1 Year Free,Norton 360 Deluxe - 1 Year Free,"One year free subscription to Norton 360 Deluxe award-winning security software for Sky Broadband and Sky Mobile customers. Protects up to 5 devices with real-time threat protection, smart firewall, password manager, 50GB cloud backup, SafeCam, parental controls, dark web monitoring, and Norton Genie AI scam protection. After the free year, £4.49/month for 12 months, then £8.99/month thereafter",Security,ANNUALLY,2027-04-30 00:00:00,1 subscription/year,Resets annually. Usage: 1 subscription/year.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,🔒,140
242,Sky,source_url,sky-silver-sky-protect-3-months-free,Sky,Sky,Silver,perk,Sy Protect - 3 Months Free Device Insurance,Sy Protect - 3 Months Free Device Insurance,"Three months free trial of Sky Protect Device Insurance provided by Domestic & General. Covers Sky equipment and additional devices including TVs, mobiles, games consoles, and laptops against breakdowns and accidental damage with unlimited repairs and replacements",Insurance,NONE,,1 trial,Usage: 1 trial.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,🛡️,140
243,Sky,source_url,sky-silver-mvmnt-45-day-free-trial,Sky,Sky,Silver,perk,Mvmnt - 45-day free trail,Mvmnt - 45-day free trail,"45-day free trial of Mvmnt fitness app through Sky Marketplace. AI-powered home workout app featuring yoga, HIIT, strength training, Pilates, mobility exercises, and meditation. After trial, £7.99/month as part of Sky TV subscription",Fitness,NONE,,1 trial,Usage: 1 trial.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,💪,140
244,Sky,source_url,sky-silver-thorpe-park-tickets-discount,Sky,Sky,Silver,perk,Thorpe Park - Tickets or £18.5,Thorpe Park - Tickets or £18.5,"Exclusive Sky VIP discount tickets to Thorpe Park theme park for £18.50 per person, saving an average of 47% off standard prices. Access to over 25 epic rides and attractions including the Big 6 coasters. Code valid for up to 6 tickets per household",Entertainment,NONE,,6 tickets,Usage: 6 tickets.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,🎢,140
245,Sky,source_url,sky-silver-harry-styles-wembley-tickets-win,Sky,Sky,Silver,competition,Harry Styles Wembley Tickets - Win,Harry Styles Wembley Tickets - Win,Enter the Sky VIP competition for a chance to win tickets to Harry Styles concert at Wembley Stadium. Winners selected at random from eligible entries,Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,🎤,140
246,Sky,source_url,sky-silver-bluey-big-play-tickets-win,Sky,Sky,Silver,competition,Bluey Big Play Tickets - Win,Bluey Big Play Tickets - Win,Enter the Sky VIP competition for a chance to win tickets to Bluey's Big Play theatrical show. Family-friendly live stage production featuring the beloved animated characters,Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,🐕,140
247,Sky,source_url,sky-silver-isle-of-wight-festival-2026-win,Sky,Sky,Silver,competition,Isle of Wight Festival 2026 - Win Weekend Tickets,Isle of Wight Festival 2026 - Win Weekend Tickets,Enter the Sky VIP competition for a chance to win weekend tickets to the Isle of Wight Festival 2026. One of the UK's premier music festivals featuring top artists across multiple stages,Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,🎸,140
248,Sky,source_url,sky-silver-fireman-sam-live-tickets-win,Sky,Sky,Silver,competition,Fireman Sam Live in The Lost Pirate Treasure Tickets - Win,Fireman Sam Live in The Lost Pirate Treasure Tickets - Win,Enter the Sky VIP competition for a chance to win tickets to Fireman Sam Live in The Lost Pirate Treasure. Family-friendly theatrical show featuring the popular children's character,Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,🚒,140
249,Sky,source_url,sky-silver-tom-gates-stage-show-win,Sky,Sky,Silver,competition,Tom Gates and Friends for an Epic Stage Show Tickets - Win,Tom Gates and Friends for an Epic Stage Show Tickets - Win,Enter the Sky VIP competition for a chance to win tickets to Tom Gates and Friends epic stage show. Live theatrical production based on the popular children's book series,Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,📚,140
250,Sky,source_url,sky-silver-saturday-night-live-tickets-win,Sky,Sky,Silver,competition,Tickets to Saturday Night Live - Win,Tickets to Saturday Night Live - Win,Enter the Sky VIP competition for a chance to win tickets to Saturday Night Live. Exclusive opportunity to attend the legendary comedy sketch show,Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,😂,140
251,Sky,source_url,sky-silver-peppa-pig-big-family-show-win,Sky,Sky,Silver,competition,Peppa Pig's Big Family Show - Win,Peppa Pig's Big Family Show - Win,Enter the Sky VIP competition for a chance to win tickets to Peppa Pig's Big Family Show. Family-friendly live stage production featuring the beloved animated character,Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,🐷,140
252,Sky,source_url,sky-silver-ireland-v-qatar-football-win,Sky,Sky,Silver,competition,Ireland v Qatar - Win Mens Football Tickets,Ireland v Qatar - Win Mens Football Tickets,Enter the Sky VIP competition for a chance to win men's football tickets to Ireland v Qatar international match. Exclusive access to watch the Republic of Ireland national team,Sports,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,⚽,140
253,Sky,source_url,sky-silver-ireland-v-netherlands-womens-win,Sky,Sky,Silver,competition,Ireland v Netherlands - Win Womens Football Tickets,Ireland v Netherlands - Win Womens Football Tickets,Enter the Sky VIP competition for a chance to win women's football tickets to Ireland v Netherlands international match. Exclusive access to watch the Republic of Ireland women's national team,Sports,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,⚽,140
254,Sky,source_url,sky-silver-power-ballad-preview-win,Sky,Sky,Silver,competition,Power Ballad - Win Preview Screenings,Power Ballad - Win Preview Screenings,Enter the Sky VIP competition for a chance to win tickets to exclusive preview screenings of Power Ballad film. Be among the first to watch this new release before general cinema launch,Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,🎬,140
255,Sky,source_url,sky-silver-fairyland-preview-win,Sky,Sky,Silver,competition,Fairyland - Win Preview Screenings,Fairyland - Win Preview Screenings,Enter the Sky VIP competition for a chance to win tickets to exclusive preview screenings of Fairyland film. Be among the first to watch this new release before general cinema launch,Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,🎬,140
256,Sky,source_url,sky-silver-tom-jerry-preview-win,Sky,Sky,Silver,competition,Tom & Jerry - Win Preview Screenings,Tom & Jerry - Win Preview Screenings,Enter the Sky VIP competition for a chance to win tickets to exclusive preview screenings of Tom & Jerry film. Be among the first to watch this new release before general cinema launch,Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,🐱,140
257,Sky,source_url,sky-silver-finding-emily-preview-win,Sky,Sky,Silver,competition,Finding Emily - Win Preview Screenings,Finding Emily - Win Preview Screenings,Enter the Sky VIP competition for a chance to win tickets to exclusive preview screenings of Finding Emily film. Be among the first to watch this new release before general cinema launch,Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,🎬,140
258,Sky,source_url,sky-silver-retro-drive-in-cinema-win,Sky,Sky,Silver,competition,Retro drive-in Cinema - Win Tickets,Retro drive-in Cinema - Win Tickets,Enter the Sky VIP competition for a chance to win tickets to Retro Drive-in Cinema. Classic outdoor cinema experience showing films from the comfort of your car,Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,🚗,140
259,Sky,source_url,sky-silver-isle-of-wight-vip-glamping-win,Sky,Sky,Silver,competition,Isle of Wight - Win VIP Glamping,Isle of Wight - Win VIP Glamping,Enter the Sky VIP competition for a chance to win VIP glamping experience at the Isle of Wight Festival. Luxury accommodation with exclusive festival access and premium amenities,Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,⛺,140
260,Sky,source_url,sky-silver-lily-allen-tickets-sky-lounge-win,Sky,Sky,Silver,competition,Lily Allen - Win a Pair of tickets and Sky Lounge Access,Lily Allen - Win a Pair of tickets and Sky Lounge Access,Enter the Sky VIP competition for a chance to win a pair of tickets to Lily Allen concert plus exclusive Sky Lounge access. VIP experience with pre-show drinks and comfortable seating,Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,🎵,140
261,Sky,source_url,sky-silver-trip-to-ny-hacks-win,Sky,Sky,Silver,competition,Trip to NY to Celebrate New seasons of Hacks - Win,Trip to NY to Celebrate New seasons of Hacks - Win,Enter the Sky VIP competition for a chance to win a trip to New York City to celebrate new seasons of Hacks TV series. Once-in-a-lifetime experience including flights and accommodation,Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,✈️,140
262,Sky,source_url,sky-silver-miffy-bundles-win,Sky,Sky,Silver,competition,Miffy Bundles - Win 1 of 5,Miffy Bundles - Win 1 of 5,Enter the Sky VIP competition for a chance to win one of five Miffy merchandise bundles. Prize includes a selection of Miffy toys and products from the popular children's character,Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,🐰,140
263,Sky,source_url,sky-silver-sky-glass-55-gen-2-win,Sky,Sky,Silver,competition,"Sky Glass 55"" Gen 2 TV - Win","Sky Glass 55"" Gen 2 TV - Win","Enter the Sky VIP competition for a chance to win a Sky Glass 55-inch Gen 2 TV. Premium all-in-one television with built-in Sky Q functionality, Dolby Atmos sound, and 4K Ultra HD display",Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,📺,140
264,Sky,source_url,sky-silver-paultons-park-vip-trip-win,Sky,Sky,Silver,competition,Paultons Park - Win a VIP trip,Paultons Park - VIP trip win,"Enter the Sky VIP competition for a chance to win a VIP trip to Paultons Park, home of Peppa Pig World. Premium family experience with exclusive access and theme park tickets",Entertainment,NONE,,Competition,Usage: Competition.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,🎠,140
265,Sky,description|usage_limit|usage_notes|source_url,sky-silver-2-free-vue-tickets-monthly,Sky,Sky,Silver,perk,2 Free Vue Tickets,2 Free Vue Tickets every month,,Entertainment,MONTHLY,2026-06-30 00:00:00,,,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,🎬,140
266,Sky,perk_id|titlegroup|title|description|source_url,,Sky,Sky,Silver,discount,,,,Shopping,NONE,,Ongoing,Usage: Ongoing.,,2026-04-28 00:00:00,Unknown,https://logo.clearbit.com/sky.com,https://logo.clearbit.com/sky.com,2026-04-28 00:00:00,📱,140
267,OVO,perk_id|provider|membership|tier|titlegroup|title|description|category|source_url|icon_provider_url|icon_membership_url|emoji,,,,,feature,,,,,NONE,,Ongoing,Usage: Ongoing.,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
268,OVO,perk_id|provider|membership|tier|titlegroup|title|description|category|usage_limit|usage_notes|source_url|icon_provider_url|icon_membership_url|emoji,,,,,perk,,,,,MONTHLY,2026-06-30 00:00:00,,,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
269,OVO,perk_id|provider|membership|tier|titlegroup|title|description|category|usage_limit|usage_notes|source_url|icon_provider_url|icon_membership_url|emoji,,,,,perk,,,,,WEEKLY,2026-06-07 00:00:00,,,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
270,OVO,perk_id|provider|membership|tier|titlegroup|title|description|source_url|icon_provider_url|icon_membership_url,,,,,competition,,,,Competition,NONE,,Ongoing,Usage: Ongoing.,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,🚗,46
271,OVO,perk_id|provider|membership|tier|titlegroup|title|description|category|usage_limit|usage_notes|source_url|icon_provider_url|icon_membership_url|emoji,,,,,perk,,,,,NONE,,,,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
272,OVO,perk_id|provider|membership|tier|titlegroup|title|description|category|usage_limit|usage_notes|source_url|icon_provider_url|icon_membership_url|emoji,,,,,perk,,,,,MONTHLY,2026-06-30 00:00:00,,,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
273,OVO,perk_id|provider|membership|tier|titlegroup|title|description|category|usage_limit|usage_notes|source_url|icon_provider_url|icon_membership_url|emoji,,,,,perk,,,,,MONTHLY,2026-06-30 00:00:00,,,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
274,OVO,perk_id|provider|membership|tier|titlegroup|title|description|source_url|icon_provider_url|icon_membership_url|emoji,,,,,discount,,,,Shopping,NONE,,Ongoing,Usage: Ongoing.,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
275,OVO,perk_id|provider|membership|tier|titlegroup|title|description|source_url|icon_provider_url|icon_membership_url|emoji,,,,,discount,,,,Shopping,NONE,,Ongoing,Usage: Ongoing.,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
276,OVO,perk_id|provider|membership|tier|titlegroup|title|description|source_url|icon_provider_url|icon_membership_url|emoji,,,,,discount,,,,Travel,NONE,,Ongoing,Usage: Ongoing.,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
277,OVO,perk_id|provider|membership|tier|title|description|source_url|icon_provider_url|icon_membership_url|emoji,,,,,discount,Gruum,,,Lifestyle,NONE,,Ongoing,Usage: Ongoing.,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
278,OVO,perk_id|provider|membership|tier|titlegroup|title|description|usage_limit|usage_notes|source_url|icon_provider_url|icon_membership_url|emoji,,,,,discount,,,,Food,NONE,,,,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
279,OVO,perk_id|provider|membership|tier|titlegroup|title|description|category|source_url|icon_provider_url|icon_membership_url,,,,,discount,,,,,NONE,,Ongoing,Usage: Ongoing.,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,🛡️,46
280,OVO,perk_id|provider|membership|tier|titlegroup|title|description|category|usage_limit|usage_notes|source_url|icon_provider_url|icon_membership_url|emoji,,,,,discount,,,,,ANNUALLY,2027-04-30 00:00:00,,,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
281,OVO,perk_id|provider|membership|tier|titlegroup|title|description|usage_limit|usage_notes|source_url|icon_provider_url|icon_membership_url|emoji,,,,,feature,,,,Insurance,ANNUALLY,2027-04-30 00:00:00,,,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
282,OVO,perk_id|provider|membership|tier|titlegroup|title|description|category|source_url|icon_provider_url|icon_membership_url|emoji,,,,,feature,,,,,NONE,,Ongoing,Usage: Ongoing.,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
283,OVO,perk_id|provider|membership|tier|titlegroup|title|description|category|source_url|icon_provider_url|icon_membership_url|emoji,,,,,feature,,,,,NONE,,Ongoing,Usage: Ongoing.,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
284,OVO,perk_id|provider|membership|tier|titlegroup|title|description|category|source_url|icon_provider_url|icon_membership_url,,,,,feature,,,,,NONE,,Ongoing,Usage: Ongoing.,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,🌿,46
285,OVO,perk_id|provider|membership|tier|titlegroup|title|description|category|usage_limit|usage_notes|source_url|icon_provider_url|icon_membership_url|emoji,,,,,feature,,,,,ANNUALLY,2027-04-30 00:00:00,,,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
286,OVO,perk_id|provider|membership|tier|titlegroup|title|description|category|usage_limit|usage_notes|source_url|icon_provider_url|icon_membership_url|emoji,,,,,feature,,,,,NONE,,,,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
287,OVO,perk_id|provider|membership|tier|titlegroup|title|description|usage_limit|usage_notes|source_url|icon_provider_url|icon_membership_url|emoji,,,,,feature,,,,Insurance,MONTHLY,2026-06-30 00:00:00,,,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
288,OVO,perk_id|provider|membership|tier|titlegroup|title|description|category|source_url|icon_provider_url|icon_membership_url|emoji,,,,,feature,,,,,NONE,,Ongoing,Usage: Ongoing.,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
289,OVO,perk_id|provider|membership|tier|titlegroup|title|description|category|usage_limit|usage_notes|source_url|icon_provider_url|icon_membership_url|emoji,,,,,feature,,,,,MONTHLY,2026-06-30 00:00:00,,,,2026-04-15 00:00:00,Unknown,,,2026-04-15 00:00:00,,46
